Rk,Player,HR,Season,Age,Team,Lg,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player-additional
620,Daniel Johnson,0,2024,28,BAL,AL,1,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/9H,johnsda07
621,Levi Jordan,0,2024,28,CIN,NL,7,11,10,1,1,0,1,0,0,1,0,0,0,3,.100,.091,.200,.291,-24,2,0,0,0,1,0,/7H94,jordale01
622,Jace Jung,0,2024,23,DET,AL,34,94,79,14,19,14,5,0,0,3,0,1,15,29,.241,.362,.304,.665,92,24,3,0,0,0,0,5H/D4,jungja01
623,Tony Kemp,0,2024,32,BAL,AL,5,10,9,1,0,0,0,0,0,0,0,0,1,1,.000,.100,.000,.100,-67,0,0,0,0,0,0,/4H7,kempto01
624,Grae Kessinger,0,2024,26,HOU,AL,22,25,21,4,0,0,0,0,0,0,0,0,3,7,.000,.160,.000,.160,-48,0,1,1,0,0,0,/H546D13,kessigr01
625,Craig Kimbrel,0,2024,36,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kimbrcr01
626,Bryan King,0,2024,27,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kingbr02
627,John King,0,2024,29,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kingjo01
628,Tyler Kinley,0,2024,33,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kinlety01
629,Andrew Kittredge,0,2024,34,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kittran01
630,Andrew Knapp,0,2024,32,SFG,NL,3,6,6,0,1,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-3,1,0,0,0,0,0,/2,knappan01
631,Grant Koch,0,2024,27,PIT,NL,3,8,7,1,0,0,0,0,0,0,0,0,1,6,.000,.125,.000,.125,-60,0,0,0,0,0,0,/2H,kochgr01
632,Matt Koch,0,2024,33,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,kochma01
633,Michael Kopech,0,2024,28,CHWLAD,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kopecmi01
634,Peter Lambert,0,2024,27,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lambepe01
635,Jacob Latz,0,2024,28,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,latzja01
636,Derek Law,0,2024,33,WSN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lawde01
637,Justin Lawrence,0,2024,29,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lawreju01
638,Kyle Leahy,0,2024,27,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,leahyky01
639,José Leclerc,0,2024,30,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,leclejo01
640,Pedro León,0,2024,26,HOU,AL,7,21,20,2,2,2,0,0,0,0,2,0,1,10,.100,.143,.100,.243,-29,2,2,0,0,0,0,/9H,leonpe01
641,Jorge López,0,2024,31,CHCNYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lopezjo02
642,Marco Luciano,0,2024,22,SFG,NL,27,81,76,10,16,10,5,1,0,3,0,1,5,28,.211,.259,.303,.562,61,23,1,0,0,0,0,/46DH,luciama01
643,Nick Madrigal,0,2024,27,CHC,NL,51,94,86,5,19,16,3,0,0,10,1,0,4,10,.221,.280,.256,.535,54,22,2,3,1,0,0,54/HD,madrini01
644,Joe Mantiply,0,2024,33,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mantijo01
645,Cade Marlowe,0,2024,27,SEA,AL,8,9,8,1,2,2,0,0,0,0,0,0,1,1,.250,.333,.250,.583,77,2,1,0,0,0,0,/98HD,marloca01
646,Orelvis Martínez,0,2024,22,TOR,AL,1,3,3,0,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,91,1,0,0,0,0,0,/4,martior01
647,Justin Martínez,0,2024,22,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,martiju01
648,Chris Martin,0,2024,38,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,martich02
649,J.P. Martínez,0,2024,28,ATL,NL,7,10,10,2,2,1,1,0,0,0,1,0,0,4,.200,.200,.300,.500,37,3,0,0,0,0,0,/H798D,martijp01
650,Miles Mastrobuoni,0,2024,28,CHC,NL,50,106,98,9,19,16,3,0,0,4,2,0,7,17,.194,.245,.224,.470,35,22,1,0,0,1,0,H546/97D,mastrmi01
651,Nick Maton,0,2024,27,BAL,AL,5,5,5,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/5H4D,matonni01
652,Coby Mayo,0,2024,22,BAL,AL,17,46,41,4,4,4,0,0,0,0,0,0,4,22,.098,.196,.098,.293,-11,4,1,1,0,0,0,5/H3,mayoco01
653,James McArthur,0,2024,27,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mcartja01
654,Mason McCoy,0,2024,29,SDP,NL,19,57,49,7,10,8,2,0,0,3,1,0,5,19,.204,.278,.245,.523,49,12,2,0,3,0,0,6,mccoyma01
655,Scott McGough,0,2024,34,ARI,NL,2,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,mcgousc01
656,Billy McKinney,0,2024,29,PIT,NL,10,28,25,4,5,4,1,0,0,2,0,0,2,13,.200,.286,.240,.526,50,6,1,1,0,0,0,/79H8,mckinbi01
657,Nick Mears,0,2024,27,COLMIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mearsni01
658,Trevor Megill,0,2024,30,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,megiltr01
659,Julian Merryweather,0,2024,32,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,merryju01
660,Matt Mervis,0,2024,26,CHC,NL,9,28,26,1,3,2,1,0,0,3,0,0,1,8,.115,.148,.154,.302,-14,4,0,0,0,0,0,/D13H,mervima01
661,Owen Miller,0,2024,27,MIL,NL,14,27,27,2,5,4,1,0,0,3,0,0,0,8,.185,.185,.222,.407,13,6,1,0,0,0,0,/3H415D,milleow01
662,Hoby Milner,0,2024,33,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,milneho01
663,Kameron Misner,0,2024,26,TBR,AL,8,15,15,0,1,1,0,0,0,0,0,0,0,10,.067,.067,.067,.133,-61,1,0,0,0,0,0,/7H8,misneka01
664,Yoán Moncada,0,2024,29,CHW,AL,12,45,40,4,11,7,3,1,0,0,1,0,5,11,.275,.356,.400,.756,116,16,2,0,0,0,0,5/DH,moncayo01
665,Omar Narváez,0,2024,32,NYM,NL,28,69,65,4,10,8,2,0,0,5,0,0,3,12,.154,.191,.185,.376,8,12,2,0,1,0,0,2,narvaom01
666,Carlos Narváez,0,2024,25,NYY,AL,6,15,13,0,3,3,0,0,0,0,0,0,2,6,.231,.333,.231,.564,66,3,0,0,0,0,0,/2H,narvaca01
667,Hector Neris,0,2024,35,CHCHOU,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,nerishe01
668,Nasim Nuñez,0,2024,23,WSN,NL,51,78,61,14,15,14,1,0,0,1,8,2,12,15,.246,.370,.262,.632,85,16,1,0,5,0,0,6H/4D,nunezna01
669,Jonathan Ornelas,0,2024,24,TEX,AL,18,40,37,1,8,6,2,0,0,3,0,0,2,13,.216,.256,.270,.527,55,10,0,0,1,0,0,/564H8,orneljo01
670,Rafael Ortega,0,2024,33,CHW,AL,14,17,14,4,1,1,0,0,0,1,2,0,2,4,.071,.176,.071,.248,-25,1,1,0,0,1,0,8/H9D,ortegra01
671,Joel Payamps,0,2024,30,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,payamjo01
672,Elvis Peguero,0,2024,27,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pegueel01
673,Liover Peguero,0,2024,23,PIT,NL,3,10,10,0,2,1,1,0,0,2,0,0,0,3,.200,.200,.300,.500,38,3,0,0,0,0,0,/6,pegueli01
674,Zach Penrod,0,2024,27,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,penroza01
675,Jhonny Pereda,0,2024,28,MIA,NL,20,40,39,2,9,9,0,0,0,4,0,0,0,10,.231,.250,.231,.481,35,9,2,1,0,0,0,2/H13,peredjh01
676,Jace Peterson,0,2024,34,ARI,NL,14,26,22,2,1,1,0,0,0,1,0,0,3,6,.045,.154,.045,.199,-40,1,1,0,0,1,0,/H64D5,peterja01
677,Ryan Pressly,0,2024,35,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pressry01
678,A.J. Puk,0,2024,29,ARIMIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pukaj01
679,José Quijada,0,2024,28,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,quijajo01
680,Zach Remillard,0,2024,30,CHW,AL,15,39,33,3,8,6,1,1,0,1,1,0,5,10,.242,.342,.333,.675,95,11,1,0,1,0,0,/456H78D,remilza01
681,Anthony Rendon,0,2024,34,LAA,AL,57,238,206,21,45,35,10,0,0,14,6,1,23,35,.218,.307,.267,.574,65,55,4,5,0,4,0,5/D,rendoan01
682,Pablo Reyes,0,2024,30,BOSNYM,ALNL,22,64,60,5,11,9,2,0,0,5,1,2,3,19,.183,.234,.217,.451,29,13,1,1,0,0,0,5/4H361D,reyespa01
683,Edwin Ríos,0,2024,30,CIN,NL,5,10,9,1,1,1,0,0,0,0,0,0,1,4,.111,.200,.111,.311,-11,1,0,0,0,0,0,/3H,riosed01
684,Leo Rivas,0,2024,26,SEA,AL,43,86,73,10,17,15,1,1,0,8,3,0,10,24,.233,.333,.274,.607,83,20,1,1,2,0,0,6H4/D15,rivasle01
685,David Robertson,0,2024,39,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,roberda08
686,Chuckie Robinson,0,2024,29,CHW,AL,26,76,70,2,9,9,0,0,0,0,0,0,5,20,.129,.197,.129,.326,-4,9,1,1,0,0,0,2/H,robinch04
687,Yerry Rodríguez,0,2024,26,TEXTOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,rodriye01
688,Johnathan Rodríguez,0,2024,24,CLE,AL,13,40,31,6,4,3,1,0,0,5,0,0,9,14,.129,.325,.161,.486,46,5,1,0,0,0,0,9/H7D,rodrijo10
689,Chris Roller,0,2024,27,MIL,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8H,rollech01
690,JoJo Romero,0,2024,27,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,romerjo01
691,Drew Romo,0,2024,22,COL,NL,16,53,51,4,9,6,3,0,0,6,0,1,2,18,.176,.208,.235,.443,19,12,2,0,0,0,0,2/DH,romodr01
692,Blake Sabol,0,2024,26,SFG,NL,11,38,32,3,10,8,2,0,0,1,0,0,5,9,.313,.421,.375,.796,132,12,0,1,0,0,1,/2DH,sabolbl01
693,César Salazar,0,2024,28,HOU,AL,12,32,25,5,8,6,2,0,0,8,0,0,2,6,.320,.387,.400,.787,126,10,0,2,1,2,0,2/DH,salazce01
694,Ali Sánchez,0,2024,27,MIA,NL,31,96,84,5,14,12,2,0,0,4,2,1,4,24,.167,.211,.190,.402,13,16,2,1,6,1,0,2/H,sanchal04
695,Javier Sanoja,0,2024,21,MIA,NL,15,36,35,3,8,6,2,0,0,2,0,0,1,4,.229,.250,.286,.536,49,10,2,0,0,0,0,/8H647D,sanojja01
696,Brian Serven,0,2024,29,TOR,AL,28,71,63,6,10,6,4,0,0,3,0,0,5,22,.159,.243,.222,.465,34,14,0,2,1,0,0,2/H,servebr01
697,Paul Sewald,0,2024,34,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sewalpa01
698,Zack Short,0,2024,29,ATLBOSNYM,ALNL,42,88,70,11,9,6,3,0,0,5,2,1,14,24,.129,.282,.171,.454,32,12,0,1,3,0,0,5H6/4D,shortza01
699,Chase Shugart,0,2024,27,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,shugach01
700,Lucas Sims,0,2024,30,BOSCIN,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,simslu01
701,Kevin Smith,0,2024,27,NYY,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/HD,smithke05
702,Nick Sogard,0,2024,26,BOS,AL,31,86,77,13,21,17,4,0,0,8,3,0,7,25,.273,.326,.325,.650,85,25,4,0,0,2,0,4/65H3,sogarni01
703,Liván Soto,0,2024,24,BALCIN,ALNL,13,16,13,1,3,2,1,0,0,0,0,0,3,3,.231,.375,.308,.683,100,4,0,0,0,0,0,/456DH,sotoli01
704,Ryne Stanek,0,2024,32,NYMSEA,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,stanery01
705,Michael Stefanic,0,2024,28,LAA,AL,40,124,110,8,24,20,4,0,0,8,0,0,10,20,.218,.301,.255,.555,60,28,5,3,1,0,0,4/HD15,stefami01
706,Cal Stevenson,0,2024,27,PHI,NL,18,27,24,2,6,3,3,0,0,6,0,0,3,4,.250,.333,.375,.708,97,9,1,0,0,0,0,8/H97,steveca01
707,Myles Straw,0,2024,29,CLE,AL,7,4,4,2,1,1,0,0,0,0,2,0,0,0,.250,.250,.250,.500,44,1,0,0,0,0,0,/8HD,strawmy01
708,Albert Suárez,0,2024,34,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,suareal01
709,Samad Taylor,0,2024,25,SEA,AL,3,5,5,2,2,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,138,2,0,0,0,0,0,/78H,taylosa04
710,Bryce Teodosio,0,2024,25,LAA,AL,5,12,12,1,1,1,0,0,0,0,0,0,0,5,.083,.083,.083,.167,-52,1,0,0,0,0,0,/8DH,teodobr01
711,Bubba Thompson,0,2024,26,CIN,NL,17,18,18,5,2,1,1,0,0,0,5,0,0,11,.111,.111,.167,.278,-25,3,1,0,0,0,0,8/HD,thompbu01
712,Ryan Thompson,0,2024,32,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,thompry02
713,Trent Thornton,0,2024,30,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,thorntr01
714,Taylor Trammell,0,2024,26,LADNYY,ALNL,10,8,7,2,1,1,0,0,0,0,0,0,1,3,.143,.250,.143,.393,16,1,0,0,0,0,0,/H79D,trammta01
715,Alan Trejo,0,2024,28,COL,NL,28,67,63,4,9,9,0,0,0,1,0,0,2,15,.143,.182,.143,.325,-11,9,2,1,1,0,0,4/5H6D,trejoal01
716,Chadwick Tromp,0,2024,29,ATL,NL,19,54,52,3,13,7,6,0,0,6,0,0,1,17,.250,.259,.365,.625,72,19,2,0,0,1,0,2,trompch01
717,Cole Tucker,0,2024,27,LAA,AL,24,57,50,3,9,4,4,1,0,3,3,1,6,17,.180,.263,.300,.563,59,15,0,0,0,1,0,/5D7H1,tuckeco01
718,José Ureña,0,2024,32,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,urenajo01
719,Luis Vázquez,0,2024,24,CHC,NL,11,14,12,2,1,1,0,0,0,1,0,0,0,6,.083,.143,.083,.226,-33,1,1,1,0,1,0,/65H4,vazqulu01
720,Victor Vodnik,0,2024,24,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,vodnivi01
721,Jason Vosler,0,2024,30,SEA,AL,10,30,28,2,5,3,1,1,0,3,0,0,2,9,.179,.233,.286,.519,53,8,0,0,0,0,0,/3DH79,vosleja01
722,Austin Voth,0,2024,32,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,vothau01
723,Tyler Wade,0,2024,29,SDP,NL,90,156,138,28,30,27,3,0,0,8,8,1,11,29,.217,.285,.239,.524,50,33,0,2,4,0,0,H5467/9D8,wadety01
724,Forrest Wall,0,2024,28,ATLMIA,NL,16,35,32,4,8,8,0,0,0,1,4,3,3,8,.250,.314,.250,.564,61,8,0,0,0,0,0,7/H9,wallfo01
725,Drew Waters,0,2024,25,KCR,AL,7,19,16,2,3,2,1,0,0,1,0,0,2,6,.188,.316,.250,.566,65,4,0,1,0,0,0,/97H,waterdr01
726,Jacob Webb,0,2024,30,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,webbja01
727,Joey Wendle,0,2024,34,NYM,NL,18,37,36,3,8,7,1,0,0,1,1,0,1,9,.222,.243,.250,.493,41,9,0,0,0,0,0,/456,wendljo01
728,Shay Whitcomb,0,2024,25,HOU,AL,20,46,41,1,9,6,3,0,0,5,0,0,5,8,.220,.304,.293,.597,72,12,1,0,0,0,0,5/H4,whitcsh01
729,Mitch White,0,2024,29,MILSFGTOR,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,whitemi03
730,Owen White,0,2024,24,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,whiteow01
731,Joey Wiemer,0,2024,25,CINMIL,NL,21,28,26,2,4,4,0,0,0,0,1,1,2,9,.154,.214,.154,.368,6,4,0,0,0,0,0,7/H89D,wiemejo01
732,Luke Williams,0,2024,27,ATL,NL,34,52,46,8,9,6,3,0,0,4,3,0,4,13,.196,.275,.261,.535,51,12,1,1,1,0,0,H/45D716,willilu01
733,Alika Williams,0,2024,25,PIT,NL,37,96,87,13,18,12,4,2,0,5,1,0,3,22,.207,.242,.299,.541,51,26,0,1,5,0,0,46/H,willial04
734,Justin Wilson,0,2024,36,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,wilsoju10
735,Jacob Wilson,0,2024,22,OAK,AL,28,103,92,11,23,19,2,2,0,3,0,0,8,10,.250,.314,.315,.629,85,29,4,1,1,1,0,6/H,wilsoja05
736,Josh Winckowski,0,2024,26,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,winckjo01
737,Austin Wynns,0,2024,33,CIN,NL,7,20,19,3,7,3,4,0,0,2,0,0,0,5,.368,.400,.579,.979,164,11,0,1,0,0,0,/2H,wynnsau01
738,Eric Yang,0,2024,26,CIN,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,yanger01
739,Kirby Yates,0,2024,37,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,yateski01
740,Alex Young,0,2024,30,CINNYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,youngal01
741,Guillo Zuñiga,0,2024,25,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,zuniggu01
